user_id,age,gender,marital_status,has_children,nationality,city,disability,pets,profession,hobbies,interests,travel_experience,preferred_travel_style,poi_id,poi_title,is_manual_first,manual_significance,manual_trust,manual_clarity,ai_significance,ai_trust,ai_clarity,engaging_preference,relevant_preference,eager_preference,title_preference,description_preference,already_visited,timestamp,response_date,response_time,engaging_preference_score,relevant_preference_score,eager_preference_score,title_preference_score,description_preference_score
2a8a67f6-21e8-4354-aeba-1a47c759fd45,38,Female,Single,No,Indian,Frankfurt am Main,No,No,Engineer,"['Reading', 'Cooking', 'Movies/TV', 'Traveling']","['History & Culture', 'Nature & Outdoors', 'Food & Cuisine', 'Architecture']",Intermediate,"['Relaxation', 'Budget', 'Cultural', 'Solo']",1,Hotel Hassler Roma,True,Strongly Agree,Moderately,Clear,Strongly Agree,Moderately,Clear,Version B,Version B,Version B,Version A,Version B,I have never heard of it before.,2025-01-25 10:47:20.554734,2025-01-25,10:47:20.554734,-1,-1,-1,1,-1
2a8a67f6-21e8-4354-aeba-1a47c759fd45,38,Female,Single,No,Indian,Frankfurt am Main,No,No,Engineer,"['Reading', 'Cooking', 'Movies/TV', 'Traveling']","['History & Culture', 'Nature & Outdoors', 'Food & Cuisine', 'Architecture']",Intermediate,"['Relaxation', 'Budget', 'Cultural', 'Solo']",2,The Savoy,True,Strongly Agree,Very,Very Clear,Agree,Moderately,Clear,Version A,Version A,Version A,Version A,Version A,I have seen/heard about it online or from others.,2025-01-25 10:48:24.817328,2025-01-25,10:48:24.817328,1,1,1,1,1
2a8a67f6-21e8-4354-aeba-1a47c759fd45,38,Female,Single,No,Indian,Frankfurt am Main,No,No,Engineer,"['Reading', 'Cooking', 'Movies/TV', 'Traveling']","['History & Culture', 'Nature & Outdoors', 'Food & Cuisine', 'Architecture']",Intermediate,"['Relaxation', 'Budget', 'Cultural', 'Solo']",3,Jungfraujoch - Top of Europe,True,Agree,Very,Clear,Agree,Very,Clear,Version B,Version B,Version B,Version B,Version B,I have seen/heard about it online or from others.,2025-01-25 10:50:03.959372,2025-01-25,10:50:03.959372,-1,-1,-1,-1,-1
2a8a67f6-21e8-4354-aeba-1a47c759fd45,38,Female,Single,No,Indian,Frankfurt am Main,No,No,Engineer,"['Reading', 'Cooking', 'Movies/TV', 'Traveling']","['History & Culture', 'Nature & Outdoors', 'Food & Cuisine', 'Architecture']",Intermediate,"['Relaxation', 'Budget', 'Cultural', 'Solo']",4,Neuschwanstein Castle,False,Agree,Very,Clear,Agree,Very,Clear,Version A,Version B,Version A,Version A,Version A,I have visited it in person.,2025-01-25 10:51:50.531436,2025-01-25,10:51:50.531436,1,-1,1,1,1
2a8a67f6-21e8-4354-aeba-1a47c759fd45,38,Female,Single,No,Indian,Frankfurt am Main,No,No,Engineer,"['Reading', 'Cooking', 'Movies/TV', 'Traveling']","['History & Culture', 'Nature & Outdoors', 'Food & Cuisine', 'Architecture']",Intermediate,"['Relaxation', 'Budget', 'Cultural', 'Solo']",5,Cologne Carnival,True,Strongly Agree,Very,Clear,Agree,Very,Clear,Version A,Version A,Version A,Version A,Version A,I have visited it in person.,2025-01-25 10:53:46.630113,2025-01-25,10:53:46.630113,1,1,1,1,1
2a8a67f6-21e8-4354-aeba-1a47c759fd45,38,Female,Single,No,Indian,Frankfurt am Main,No,No,Engineer,"['Reading', 'Cooking', 'Movies/TV', 'Traveling']","['History & Culture', 'Nature & Outdoors', 'Food & Cuisine', 'Architecture']",Intermediate,"['Relaxation', 'Budget', 'Cultural', 'Solo']",6,Cannstatter Volksfest,False,Strongly Agree,Very,Very Clear,Agree,Very,Clear,Version A,Version A,Version A,Version A,Version A,I have never heard of it before.,2025-01-25 10:54:32.189539,2025-01-25,10:54:32.189539,1,1,1,1,1
2a8a67f6-21e8-4354-aeba-1a47c759fd45,38,Female,Single,No,Indian,Frankfurt am Main,No,No,Engineer,"['Reading', 'Cooking', 'Movies/TV', 'Traveling']","['History & Culture', 'Nature & Outdoors', 'Food & Cuisine', 'Architecture']",Intermediate,"['Relaxation', 'Budget', 'Cultural', 'Solo']",7,Colosseum,False,Agree,Very,Clear,Agree,Very,Very Clear,Version B,Version B,Version B,Version B,Version B,I have visited it in person.,2025-01-25 10:55:44.007876,2025-01-25,10:55:44.007876,-1,-1,-1,-1,-1
2a8a67f6-21e8-4354-aeba-1a47c759fd45,38,Female,Single,No,Indian,Frankfurt am Main,No,No,Engineer,"['Reading', 'Cooking', 'Movies/TV', 'Traveling']","['History & Culture', 'Nature & Outdoors', 'Food & Cuisine', 'Architecture']",Intermediate,"['Relaxation', 'Budget', 'Cultural', 'Solo']",8,Louvre Museum,False,Agree,Very,Clear,Strongly Agree,Very,Very Clear,Version B,Version B,Version B,Version B,Version B,I have visited it in person.,2025-01-25 10:58:02.466346,2025-01-25,10:58:02.466346,-1,-1,-1,-1,-1
2a8a67f6-21e8-4354-aeba-1a47c759fd45,38,Female,Single,No,Indian,Frankfurt am Main,No,No,Engineer,"['Reading', 'Cooking', 'Movies/TV', 'Traveling']","['History & Culture', 'Nature & Outdoors', 'Food & Cuisine', 'Architecture']",Intermediate,"['Relaxation', 'Budget', 'Cultural', 'Solo']",9,Via del Corso,True,Strongly Agree,Very,Very Clear,Agree,Very,Clear,Version A,Version A,Version A,Version A,Version A,I have visited it in person.,2025-01-25 10:59:27.207743,2025-01-25,10:59:27.207743,1,1,1,1,1
2a8a67f6-21e8-4354-aeba-1a47c759fd45,38,Female,Single,No,Indian,Frankfurt am Main,No,No,Engineer,"['Reading', 'Cooking', 'Movies/TV', 'Traveling']","['History & Culture', 'Nature & Outdoors', 'Food & Cuisine', 'Architecture']",Intermediate,"['Relaxation', 'Budget', 'Cultural', 'Solo']",10,"Café Central, Vienna",True,Strongly Agree,Very,Very Clear,Strongly Agree,Extremely,Very Clear,Version B,Version B,Version B,Version B,Version B,I have seen/heard about it online or from others.,2025-01-25 11:00:45.158881,2025-01-25,11:00:45.158881,-1,-1,-1,-1,-1
e6dd2d90-fc52-4004-b29e-b36e267e541c,31,Female,Married,Yes,Indian,Stuttgart,No,No,,"['Dancing', 'Movies/TV', 'Cooking']","['Nature & Outdoors', 'Food & Cuisine', 'Shopping', 'Local Experiences', 'Relaxation', 'History & Culture']",Intermediate,"['Budget', 'Family-friendly', 'Relaxation']",1,Hotel Hassler Roma,False,Neutral,Moderately,Clear,Agree,Very,Clear,Version B,Version B,Version B,Version B,Version B,I have never heard of it before.,2024-12-16 12:55:40.540271,2024-12-16,12:55:40.540271,-1,-1,-1,-1,-1
e6dd2d90-fc52-4004-b29e-b36e267e541c,31,Female,Married,Yes,Indian,Stuttgart,No,No,,"['Dancing', 'Movies/TV', 'Cooking']","['Nature & Outdoors', 'Food & Cuisine', 'Shopping', 'Local Experiences', 'Relaxation', 'History & Culture']",Intermediate,"['Budget', 'Family-friendly', 'Relaxation']",2,The Savoy,False,Neutral,Moderately,Neutral,Agree,Very,Clear,Version B,Version B,Version B,Version B,Version B,I have never heard of it before.,2024-12-16 12:57:24.904851,2024-12-16,12:57:24.904851,-1,-1,-1,-1,-1
e6dd2d90-fc52-4004-b29e-b36e267e541c,31,Female,Married,Yes,Indian,Stuttgart,No,No,,"['Dancing', 'Movies/TV', 'Cooking']","['Nature & Outdoors', 'Food & Cuisine', 'Shopping', 'Local Experiences', 'Relaxation', 'History & Culture']",Intermediate,"['Budget', 'Family-friendly', 'Relaxation']",3,Jungfraujoch - Top of Europe,True,Agree,Very,Clear,Neutral,Moderately,Neutral,Version A,Version A,Version A,Version A,Version A,I have never heard of it before.,2024-12-16 12:58:44.648347,2024-12-16,12:58:44.648347,1,1,1,1,1
e6dd2d90-fc52-4004-b29e-b36e267e541c,31,Female,Married,Yes,Indian,Stuttgart,No,No,,"['Dancing', 'Movies/TV', 'Cooking']","['Nature & Outdoors', 'Food & Cuisine', 'Shopping', 'Local Experiences', 'Relaxation', 'History & Culture']",Intermediate,"['Budget', 'Family-friendly', 'Relaxation']",4,Neuschwanstein Castle,True,Neutral,Extremely,Clear,Agree,Moderately,Clear,Version A,Version A,Version B,Version A,Version A,I have never heard of it before.,2024-12-16 13:01:23.608229,2024-12-16,13:01:23.608229,1,1,-1,1,1
e6dd2d90-fc52-4004-b29e-b36e267e541c,31,Female,Married,Yes,Indian,Stuttgart,No,No,,"['Dancing', 'Movies/TV', 'Cooking']","['Nature & Outdoors', 'Food & Cuisine', 'Shopping', 'Local Experiences', 'Relaxation', 'History & Culture']",Intermediate,"['Budget', 'Family-friendly', 'Relaxation']",5,Cologne Carnival,True,Strongly Agree,Very,Clear,Neutral,Moderately,Neutral,Version A,Version A,Version A,Both equally,Both equally,I have never heard of it before.,2024-12-16 13:03:18.750496,2024-12-16,13:03:18.750496,1,1,1,0,0
e6dd2d90-fc52-4004-b29e-b36e267e541c,31,Female,Married,Yes,Indian,Stuttgart,No,No,,"['Dancing', 'Movies/TV', 'Cooking']","['Nature & Outdoors', 'Food & Cuisine', 'Shopping', 'Local Experiences', 'Relaxation', 'History & Culture']",Intermediate,"['Budget', 'Family-friendly', 'Relaxation']",6,Cannstatter Volksfest,False,Neutral,Moderately,Neutral,Strongly Agree,Extremely,Very Clear,Version B,Version B,Version B,Version B,Version B,I have never heard of it before.,2024-12-16 13:05:08.632761,2024-12-16,13:05:08.632761,-1,-1,-1,-1,-1
e6dd2d90-fc52-4004-b29e-b36e267e541c,31,Female,Married,Yes,Indian,Stuttgart,No,No,,"['Dancing', 'Movies/TV', 'Cooking']","['Nature & Outdoors', 'Food & Cuisine', 'Shopping', 'Local Experiences', 'Relaxation', 'History & Culture']",Intermediate,"['Budget', 'Family-friendly', 'Relaxation']",7,Colosseum,True,Strongly Agree,Very,Very Clear,Neutral,Very,Clear,Version A,Version A,Version A,Version A,Version A,I have never heard of it before.,2024-12-16 13:07:07.808710,2024-12-16,13:07:07.808710,1,1,1,1,1
e6dd2d90-fc52-4004-b29e-b36e267e541c,31,Female,Married,Yes,Indian,Stuttgart,No,No,,"['Dancing', 'Movies/TV', 'Cooking']","['Nature & Outdoors', 'Food & Cuisine', 'Shopping', 'Local Experiences', 'Relaxation', 'History & Culture']",Intermediate,"['Budget', 'Family-friendly', 'Relaxation']",8,Louvre Museum,True,Neutral,Moderately,Neutral,Agree,Very,Clear,Version B,Version B,Version B,Version A,Version B,I have never heard of it before.,2024-12-16 13:08:30.541821,2024-12-16,13:08:30.541821,-1,-1,-1,1,-1
e6dd2d90-fc52-4004-b29e-b36e267e541c,31,Female,Married,Yes,Indian,Stuttgart,No,No,,"['Dancing', 'Movies/TV', 'Cooking']","['Nature & Outdoors', 'Food & Cuisine', 'Shopping', 'Local Experiences', 'Relaxation', 'History & Culture']",Intermediate,"['Budget', 'Family-friendly', 'Relaxation']",9,Via del Corso,True,Neutral,Moderately,Neutral,Strongly Agree,Very,Very Clear,Version B,Version B,Version B,Version A,Version B,I have never heard of it before.,2024-12-16 13:11:05.957284,2024-12-16,13:11:05.957284,-1,-1,-1,1,-1
e6dd2d90-fc52-4004-b29e-b36e267e541c,31,Female,Married,Yes,Indian,Stuttgart,No,No,,"['Dancing', 'Movies/TV', 'Cooking']","['Nature & Outdoors', 'Food & Cuisine', 'Shopping', 'Local Experiences', 'Relaxation', 'History & Culture']",Intermediate,"['Budget', 'Family-friendly', 'Relaxation']",10,"Café Central, Vienna",True,Agree,Very,Very Clear,Agree,Very,Clear,Both equally,Both equally,Both equally,Version B,Both equally,I have never heard of it before.,2024-12-16 13:16:25.713410,2024-12-16,13:16:25.713410,0,0,0,-1,0
fcb0556b-6880-4527-94e8-2118c453dd31,30,Male,Single,No,Indian,Pune,No,No,,"['Dancing', 'Music', 'Cooking', 'Traveling']","['History & Culture', 'Architecture', 'Food & Cuisine', 'Photography', 'Nightlife']",Beginner,"['Budget', 'Adventure', 'Solo', 'Relaxation', 'Cultural', 'Family-friendly']",1,Hotel Hassler Roma,False,Agree,Very,Clear,Agree,Very,Clear,Version A,Version A,Version A,Version A,Version A,I have never heard of it before.,2025-01-27 18:23:54.836643,2025-01-27,18:23:54.836643,1,1,1,1,1
fcb0556b-6880-4527-94e8-2118c453dd31,30,Male,Single,No,Indian,Pune,No,No,,"['Dancing', 'Music', 'Cooking', 'Traveling']","['History & Culture', 'Architecture', 'Food & Cuisine', 'Photography', 'Nightlife']",Beginner,"['Budget', 'Adventure', 'Solo', 'Relaxation', 'Cultural', 'Family-friendly']",2,The Savoy,True,Neutral,Very,Clear,Agree,Very,Clear,Version A,Version B,Version A,Version B,Version A,I have seen/heard about it online or from others.,2025-01-27 18:24:13.818282,2025-01-27,18:24:13.818282,1,-1,1,-1,1
fcb0556b-6880-4527-94e8-2118c453dd31,30,Male,Single,No,Indian,Pune,No,No,,"['Dancing', 'Music', 'Cooking', 'Traveling']","['History & Culture', 'Architecture', 'Food & Cuisine', 'Photography', 'Nightlife']",Beginner,"['Budget', 'Adventure', 'Solo', 'Relaxation', 'Cultural', 'Family-friendly']",3,Jungfraujoch - Top of Europe,False,Agree,Very,Neutral,Strongly Disagree,Moderately,Very Clear,Version A,Version B,Version A,Version A,Version B,I have never heard of it before.,2025-01-27 18:24:30.766573,2025-01-27,18:24:30.766573,1,-1,1,1,-1
fcb0556b-6880-4527-94e8-2118c453dd31,30,Male,Single,No,Indian,Pune,No,No,,"['Dancing', 'Music', 'Cooking', 'Traveling']","['History & Culture', 'Architecture', 'Food & Cuisine', 'Photography', 'Nightlife']",Beginner,"['Budget', 'Adventure', 'Solo', 'Relaxation', 'Cultural', 'Family-friendly']",4,Neuschwanstein Castle,False,Strongly Agree,Extremely,Clear,Agree,Very,Clear,Version A,Version A,Version A,Version B,Version B,I have seen/heard about it online or from others.,2025-01-27 18:24:46.513536,2025-01-27,18:24:46.513536,1,1,1,-1,-1
fcb0556b-6880-4527-94e8-2118c453dd31,30,Male,Single,No,Indian,Pune,No,No,,"['Dancing', 'Music', 'Cooking', 'Traveling']","['History & Culture', 'Architecture', 'Food & Cuisine', 'Photography', 'Nightlife']",Beginner,"['Budget', 'Adventure', 'Solo', 'Relaxation', 'Cultural', 'Family-friendly']",5,Cologne Carnival,False,Agree,Very,Clear,Agree,Very,Clear,Version A,Version A,Version B,Version B,Version A,I have never heard of it before.,2025-01-27 18:24:58.995168,2025-01-27,18:24:58.995168,1,1,-1,-1,1
fcb0556b-6880-4527-94e8-2118c453dd31,30,Male,Single,No,Indian,Pune,No,No,,"['Dancing', 'Music', 'Cooking', 'Traveling']","['History & Culture', 'Architecture', 'Food & Cuisine', 'Photography', 'Nightlife']",Beginner,"['Budget', 'Adventure', 'Solo', 'Relaxation', 'Cultural', 'Family-friendly']",6,Cannstatter Volksfest,False,Agree,Very,Clear,Agree,Very,Clear,Version A,Version A,Version A,Version A,Version A,I have seen/heard about it online or from others.,2025-01-27 18:25:15.938109,2025-01-27,18:25:15.938109,1,1,1,1,1
fcb0556b-6880-4527-94e8-2118c453dd31,30,Male,Single,No,Indian,Pune,No,No,,"['Dancing', 'Music', 'Cooking', 'Traveling']","['History & Culture', 'Architecture', 'Food & Cuisine', 'Photography', 'Nightlife']",Beginner,"['Budget', 'Adventure', 'Solo', 'Relaxation', 'Cultural', 'Family-friendly']",7,Colosseum,False,Agree,Very,Clear,Neutral,Very,Very Clear,Version A,Version B,Version A,Version B,Version A,I have seen/heard about it online or from others.,2025-01-27 18:25:43.573318,2025-01-27,18:25:43.573318,1,-1,1,-1,1
fcb0556b-6880-4527-94e8-2118c453dd31,30,Male,Single,No,Indian,Pune,No,No,,"['Dancing', 'Music', 'Cooking', 'Traveling']","['History & Culture', 'Architecture', 'Food & Cuisine', 'Photography', 'Nightlife']",Beginner,"['Budget', 'Adventure', 'Solo', 'Relaxation', 'Cultural', 'Family-friendly']",8,Louvre Museum,False,Neutral,Moderately,Neutral,Neutral,Very,Clear,Version B,Version B,Version A,Version A,Version A,I have seen/heard about it online or from others.,2025-01-27 18:25:59.442224,2025-01-27,18:25:59.442224,-1,-1,1,1,1
fcb0556b-6880-4527-94e8-2118c453dd31,30,Male,Single,No,Indian,Pune,No,No,,"['Dancing', 'Music', 'Cooking', 'Traveling']","['History & Culture', 'Architecture', 'Food & Cuisine', 'Photography', 'Nightlife']",Beginner,"['Budget', 'Adventure', 'Solo', 'Relaxation', 'Cultural', 'Family-friendly']",9,Via del Corso,True,Agree,Very,Very Clear,Strongly Agree,Very,Clear,Version A,Version A,Version B,Version B,Version A,I have seen/heard about it online or from others.,2025-01-27 18:26:15.647352,2025-01-27,18:26:15.647352,1,1,-1,-1,1
fcb0556b-6880-4527-94e8-2118c453dd31,30,Male,Single,No,Indian,Pune,No,No,,"['Dancing', 'Music', 'Cooking', 'Traveling']","['History & Culture', 'Architecture', 'Food & Cuisine', 'Photography', 'Nightlife']",Beginner,"['Budget', 'Adventure', 'Solo', 'Relaxation', 'Cultural', 'Family-friendly']",10,"Café Central, Vienna",True,Neutral,Moderately,Neutral,Neutral,Moderately,Neutral,Version A,Version A,Version B,Version B,Version B,I have seen/heard about it online or from others.,2025-01-27 18:26:32.863091,2025-01-27,18:26:32.863091,1,1,-1,-1,-1
a7a4c338-a839-49a7-8374-d41945673dce,38,Male,Married,Yes,Indian,Bengaluru,No,No,Engineer,"['Writing', 'Technology', 'Traveling']","['Nature & Outdoors', 'History & Culture', 'Relaxation']",Beginner,"['Relaxation', 'Road Trips', 'Family-friendly']",1,Hotel Hassler Roma,False,Disagree,Not at all,Unclear,Neutral,Slightly,Unclear,Version A,Version A,Version A,Both equally,Version A,I have never heard of it before.,2025-01-25 12:27:10.919815,2025-01-25,12:27:10.919815,1,1,1,0,1
a7a4c338-a839-49a7-8374-d41945673dce,38,Male,Married,Yes,Indian,Bengaluru,No,No,Engineer,"['Writing', 'Technology', 'Traveling']","['Nature & Outdoors', 'History & Culture', 'Relaxation']",Beginner,"['Relaxation', 'Road Trips', 'Family-friendly']",2,The Savoy,True,Strongly Disagree,Slightly,Unclear,Disagree,Moderately,Neutral,Version B,Version B,Version A,Version B,Version B,I have never heard of it before.,2025-01-25 12:27:50.300518,2025-01-25,12:27:50.300518,-1,-1,1,-1,-1
a7a4c338-a839-49a7-8374-d41945673dce,38,Male,Married,Yes,Indian,Bengaluru,No,No,Engineer,"['Writing', 'Technology', 'Traveling']","['Nature & Outdoors', 'History & Culture', 'Relaxation']",Beginner,"['Relaxation', 'Road Trips', 'Family-friendly']",3,Jungfraujoch - Top of Europe,True,Neutral,Moderately,Neutral,Disagree,Moderately,Neutral,Version A,Version A,Version A,Version A,Version A,I have never heard of it before.,2025-01-25 12:28:33.735761,2025-01-25,12:28:33.735761,1,1,1,1,1
a7a4c338-a839-49a7-8374-d41945673dce,38,Male,Married,Yes,Indian,Bengaluru,No,No,Engineer,"['Writing', 'Technology', 'Traveling']","['Nature & Outdoors', 'History & Culture', 'Relaxation']",Beginner,"['Relaxation', 'Road Trips', 'Family-friendly']",4,Neuschwanstein Castle,False,Neutral,Moderately,Clear,Disagree,Moderately,Clear,Version A,Version A,Version A,Version A,Version A,I have seen/heard about it online or from others.,2025-01-25 12:29:01.582804,2025-01-25,12:29:01.582804,1,1,1,1,1
a7a4c338-a839-49a7-8374-d41945673dce,38,Male,Married,Yes,Indian,Bengaluru,No,No,Engineer,"['Writing', 'Technology', 'Traveling']","['Nature & Outdoors', 'History & Culture', 'Relaxation']",Beginner,"['Relaxation', 'Road Trips', 'Family-friendly']",5,Cologne Carnival,False,Disagree,Moderately,Neutral,Disagree,Moderately,Neutral,Version B,Version B,Version A,Version B,Version B,I have seen/heard about it online or from others.,2025-01-25 12:29:25.612629,2025-01-25,12:29:25.612629,-1,-1,1,-1,-1
a7a4c338-a839-49a7-8374-d41945673dce,38,Male,Married,Yes,Indian,Bengaluru,No,No,Engineer,"['Writing', 'Technology', 'Traveling']","['Nature & Outdoors', 'History & Culture', 'Relaxation']",Beginner,"['Relaxation', 'Road Trips', 'Family-friendly']",6,Cannstatter Volksfest,False,Neutral,Very,Neutral,Disagree,Slightly,Very Unclear,Version B,Version A,Version A,Version A,Version A,I have seen/heard about it online or from others.,2025-01-25 12:30:02.457684,2025-01-25,12:30:02.457684,-1,1,1,1,1
a7a4c338-a839-49a7-8374-d41945673dce,38,Male,Married,Yes,Indian,Bengaluru,No,No,Engineer,"['Writing', 'Technology', 'Traveling']","['Nature & Outdoors', 'History & Culture', 'Relaxation']",Beginner,"['Relaxation', 'Road Trips', 'Family-friendly']",7,Colosseum,True,Neutral,Moderately,Neutral,Neutral,Moderately,Neutral,Both equally,Both equally,Both equally,Both equally,Both equally,I have seen/heard about it online or from others.,2025-01-25 12:30:56.810077,2025-01-25,12:30:56.810077,0,0,0,0,0
a7a4c338-a839-49a7-8374-d41945673dce,38,Male,Married,Yes,Indian,Bengaluru,No,No,Engineer,"['Writing', 'Technology', 'Traveling']","['Nature & Outdoors', 'History & Culture', 'Relaxation']",Beginner,"['Relaxation', 'Road Trips', 'Family-friendly']",8,Louvre Museum,False,Neutral,Moderately,Neutral,Disagree,Moderately,Unclear,Both equally,Version B,Version B,Both equally,Both equally,I have never heard of it before.,2025-01-25 12:31:19.032028,2025-01-25,12:31:19.032028,0,-1,-1,0,0
a7a4c338-a839-49a7-8374-d41945673dce,38,Male,Married,Yes,Indian,Bengaluru,No,No,Engineer,"['Writing', 'Technology', 'Traveling']","['Nature & Outdoors', 'History & Culture', 'Relaxation']",Beginner,"['Relaxation', 'Road Trips', 'Family-friendly']",9,Via del Corso,False,Disagree,Moderately,Unclear,Strongly Disagree,Slightly,Very Unclear,Version A,Version A,Version A,Version A,Version A,I have seen/heard about it online or from others.,2025-01-25 12:31:44.420634,2025-01-25,12:31:44.420634,1,1,1,1,1
a7a4c338-a839-49a7-8374-d41945673dce,38,Male,Married,Yes,Indian,Bengaluru,No,No,Engineer,"['Writing', 'Technology', 'Traveling']","['Nature & Outdoors', 'History & Culture', 'Relaxation']",Beginner,"['Relaxation', 'Road Trips', 'Family-friendly']",10,"Café Central, Vienna",False,Neutral,Very,Clear,Disagree,Slightly,Unclear,Version A,Version A,Version A,Version A,Version A,I have seen/heard about it online or from others.,2025-01-25 12:32:14.114496,2025-01-25,12:32:14.114496,1,1,1,1,1
e4815d44-e457-4eef-a039-7640c1d3bc26,37,Female,Married,Yes,Indian,Dallas,Yes,No,Student,"['Music', 'Traveling', 'Reading']","['Relaxation', 'Food & Cuisine', 'Nature & Outdoors']",Intermediate,"['Luxury', 'Relaxation', 'Family-friendly']",1,Hotel Hassler Roma,False,Agree,Very,Clear,Agree,Moderately,Clear,Version A,Version A,Version A,Version B,Version A,I have never heard of it before.,2025-01-25 16:46:40.919661,2025-01-25,16:46:40.919661,1,1,1,-1,1
e4815d44-e457-4eef-a039-7640c1d3bc26,37,Female,Married,Yes,Indian,Dallas,Yes,No,Student,"['Music', 'Traveling', 'Reading']","['Relaxation', 'Food & Cuisine', 'Nature & Outdoors']",Intermediate,"['Luxury', 'Relaxation', 'Family-friendly']",2,The Savoy,True,Agree,Moderately,Clear,Agree,Very,Clear,Version B,Version B,Version B,Version B,Version B,I have seen/heard about it online or from others.,2025-01-25 16:52:18.504308,2025-01-25,16:52:18.504308,-1,-1,-1,-1,-1
e4815d44-e457-4eef-a039-7640c1d3bc26,37,Female,Married,Yes,Indian,Dallas,Yes,No,Student,"['Music', 'Traveling', 'Reading']","['Relaxation', 'Food & Cuisine', 'Nature & Outdoors']",Intermediate,"['Luxury', 'Relaxation', 'Family-friendly']",3,Jungfraujoch - Top of Europe,True,Agree,Moderately,Neutral,Agree,Very,Clear,Version B,Version B,Version B,Version B,Version B,I have never heard of it before.,2025-01-25 16:54:41.484269,2025-01-25,16:54:41.484269,-1,-1,-1,-1,-1
e4815d44-e457-4eef-a039-7640c1d3bc26,37,Female,Married,Yes,Indian,Dallas,Yes,No,Student,"['Music', 'Traveling', 'Reading']","['Relaxation', 'Food & Cuisine', 'Nature & Outdoors']",Intermediate,"['Luxury', 'Relaxation', 'Family-friendly']",4,Neuschwanstein Castle,False,Agree,Very,Clear,Agree,Very,Clear,Version A,Version A,Version A,Version B,Version B,I have never heard of it before.,2025-01-25 16:56:50.810355,2025-01-25,16:56:50.810355,1,1,1,-1,-1
